,Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
2133,SYT12,Synaptotagmin 12,Protein Coding,35,GC11P067024,5.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT12
2134,CTTN,Cortactin,Protein Coding,43,GC11P070398,5.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTN
2135,YWHAB,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Beta,Protein Coding,48,GC20P044885,5.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAB
2136,NMUR1,Neuromedin U Receptor 1,Protein Coding,41,GC02M231572,5.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR1
2137,MYLPF,"Myosin Light Chain, Phosphorylatable, Fast Skeletal Muscle",Protein Coding,39,GC16P030370,5.94,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLPF
2138,DBN1,Drebrin 1,Protein Coding,39,GC05M177456,5.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBN1
2139,CYP2B6,Cytochrome P450 Family 2 Subfamily B Member 6,Protein Coding,47,GC19P040991,5.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2B6
2140,EIF5B,Eukaryotic Translation Initiation Factor 5B,Protein Coding,37,GC02P099320,5.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5B
2141,CLEC12A,C-Type Lectin Domain Family 12 Member A,Protein Coding,37,GC12P009951,5.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC12A
2142,DEFB103B,Defensin Beta 103B,Protein Coding,30,GC08M007430,5.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB103B
2143,ADAMTSL1,ADAMTS Like 1,Protein Coding,41,GC09P017906,5.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1
2144,EPS15,Epidermal Growth Factor Receptor Pathway Substrate 15,Protein Coding,45,GC01M051354,5.93,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPS15
2145,MAPKAPK2,MAPK Activated Protein Kinase 2,Protein Coding,48,GC01P206684,5.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK2
2146,YWHAQ,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Theta,Protein Coding,47,GC02M009583,5.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAQ
2147,SEC61A1,SEC61 Translocon Subunit Alpha 1,Protein Coding,41,GC03P128051,5.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61A1
2148,GJB1,Gap Junction Protein Beta 1,Protein Coding,47,GC0XP071215,5.92,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB1
2149,BMP8A,Bone Morphogenetic Protein 8a,Protein Coding,37,GC01P039492,5.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP8A
2150,INF2,Inverted Formin 2,Protein Coding,40,GC14P104788,5.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INF2
2151,EIF2B2,Eukaryotic Translation Initiation Factor 2B Subunit Beta,Protein Coding,44,GC14P075002,5.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2B2
2152,SGO2,Shugoshin 2,Protein Coding,29,GC02P200511,5.91,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGO2
2153,MYL5,Myosin Light Chain 5,Protein Coding,37,GC04P000673,5.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL5
2154,PDX1,Pancreatic And Duodenal Homeobox 1,Protein Coding,47,GC13P027921,5.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1
2155,MYPN,Myopalladin,Protein Coding,41,GC10P068106,5.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYPN
2156,SLC6A4,Solute Carrier Family 6 Member 4,Protein Coding,47,GC17M030194,5.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A4
2157,TUBB6,Tubulin Beta 6 Class V,Protein Coding,41,GC18P012307,5.9,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB6
2158,ANTXR1,ANTXR Cell Adhesion Molecule 1,Protein Coding,46,GC02P068977,5.89,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR1
2159,PEBP1,Phosphatidylethanolamine Binding Protein 1,Protein Coding,44,GC12P118135,5.89,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEBP1
2160,PCSK7,Proprotein Convertase Subtilisin/Kexin Type 7,Protein Coding,43,GC11M117199,5.89,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK7
2161,MGMT,O-6-Methylguanine-DNA Methyltransferase,Protein Coding,50,GC10P129467,5.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGMT
2162,FPR3,Formyl Peptide Receptor 3,Protein Coding,40,GC19P051795,5.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FPR3
2163,STAT5A,Signal Transducer And Activator Of Transcription 5A,Protein Coding,45,GC17P042287,5.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5A
2164,SIAH1,Siah E3 Ubiquitin Protein Ligase 1,Protein Coding,45,GC16M048357,5.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAH1
2165,ADRA2A,Adrenoceptor Alpha 2A,Protein Coding,46,GC10P111077,5.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2A
2166,FOXG1,Forkhead Box G1,Protein Coding,43,GC14P028766,5.88,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXG1
2167,FREM1,FRAS1 Related Extracellular Matrix 1,Protein Coding,41,GC09M014730,5.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM1
2168,SOX9,SRY-Box Transcription Factor 9,Protein Coding,47,GC17P072121,5.87,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9
2169,ADD2,Adducin 2,Protein Coding,40,GC02M070626,5.86,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADD2
2170,MT2A,Metallothionein 2A,Protein Coding,42,GC16P056627,5.86,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT2A
2171,RELN,Reelin,Protein Coding,43,GC07M103471,5.86,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN
2172,DCX,Doublecortin,Protein Coding,45,GC0XM111293,5.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCX
2173,PIP5K1A,Phosphatidylinositol-4-Phosphate 5-Kinase Type 1 Alpha,Protein Coding,44,GC01P151198,5.85,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5K1A
2174,MIR93,MicroRNA 93,RNA Gene,20,GC07M100282,5.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93
2175,SLC10A7,Solute Carrier Family 10 Member 7,Protein Coding,38,GC04M146253,5.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A7
2176,LCN2,Lipocalin 2,Protein Coding,43,GC09P128149,5.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2
2177,PENK,Proenkephalin,Protein Coding,38,GC08M056436,5.84,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PENK
2178,MB,Myoglobin,Protein Coding,43,GC22M035606,5.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MB
2179,PADI3,Peptidyl Arginine Deiminase 3,Protein Coding,42,GC01P017249,5.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI3
2180,POLG,"DNA Polymerase Gamma, Catalytic Subunit",Protein Coding,45,GC15M089316,5.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLG
2181,DAPK2,Death Associated Protein Kinase 2,Protein Coding,41,GC15M063907,5.83,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK2
2182,MYL10,Myosin Light Chain 10,Protein Coding,36,GC07M101613,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL10
2183,BFSP2,Beaded Filament Structural Protein 2,Protein Coding,39,GC03P133399,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BFSP2
2184,SERPINE2,Serpin Family E Member 2,Protein Coding,41,GC02M223975,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE2
2185,HTR4,5-Hydroxytryptamine Receptor 4,Protein Coding,45,GC05M148451,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR4
2186,OTOL1,Otolin 1,Protein Coding,30,GC03P161430,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTOL1
2187,KAT5,Lysine Acetyltransferase 5,Protein Coding,46,GC11P065711,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT5
2188,CNGA3,Cyclic Nucleotide Gated Channel Subunit Alpha 3,Protein Coding,43,GC02P098329,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGA3
2189,RIT2,Ras Like Without CAAX 2,Protein Coding,39,GC18M042743,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIT2
2190,OC90,Otoconin 90,Protein Coding,29,GC08M132024,5.82,https://www.genecards.org/cgi-bin/carddisp.pl?gene=OC90
2191,ATP6AP1,ATPase H+ Transporting Accessory Protein 1,Protein Coding,41,GC0XP154428,5.81,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6AP1
2192,AMH,Anti-Mullerian Hormone,Protein Coding,43,GC19P002251,5.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMH
2193,UNC13B,Unc-13 Homolog B,Protein Coding,41,GC09P035161,5.8,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13B
2194,ATP4A,ATPase H+/K+ Transporting Subunit Alpha,Protein Coding,41,GC19M042544,5.79,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP4A
2195,LAMP1,Lysosomal Associated Membrane Protein 1,Protein Coding,43,GC13P113297,5.79,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP1
2196,VSTM4,V-Set And Transmembrane Domain Containing 4,Protein Coding,32,GC10M049014,5.79,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSTM4
2197,PAWR,Pro-Apoptotic WT1 Regulator,Protein Coding,40,GC12M079574,5.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAWR
2198,GRIA3,Glutamate Ionotropic Receptor AMPA Type Subunit 3,Protein Coding,50,GC0XP123184,5.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA3
2199,SERPINC1,Serpin Family C Member 1,Protein Coding,48,GC01M174153,5.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1
2200,GNPDA1,Glucosamine-6-Phosphate Deaminase 1,Protein Coding,41,GC05M141991,5.78,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPDA1
2201,KDM2A,Lysine Demethylase 2A,Protein Coding,40,GC11P067119,5.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM2A
2202,AKAP5,A-Kinase Anchoring Protein 5,Protein Coding,39,GC14P064465,5.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP5
2203,PKHD1,PKHD1 Ciliary IPT Domain Containing Fibrocystin/Polyductin,Protein Coding,39,GC06M051588,5.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKHD1
2204,PIN1,"Peptidylprolyl Cis/Trans Isomerase, NIMA-Interacting 1",Protein Coding,47,GC19P009835,5.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIN1
2205,CD207,CD207 Molecule,Protein Coding,39,GC02M070830,5.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD207
2206,GCGR,Glucagon Receptor,Protein Coding,47,GC17P081804,5.77,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCGR
2207,VAMP4,Vesicle Associated Membrane Protein 4,Protein Coding,42,GC01M171700,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP4
2208,HBEGF,Heparin Binding EGF Like Growth Factor,Protein Coding,43,GC05M140332,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBEGF
2209,VPS11,VPS11 Core Subunit Of CORVET And HOPS Complexes,Protein Coding,41,GC11P119067,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS11
2210,PRUNE2,Prune Homolog 2 With BCH Domain,Protein Coding,37,GC09M076611,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRUNE2
2211,HYDIN,HYDIN Axonemal Central Pair Apparatus Protein,Protein Coding,37,GC16M070822,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYDIN
2212,RTP2,Receptor Transporter Protein 2,Protein Coding,30,GC03M187698,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTP2
2213,MIR30B,MicroRNA 30b,RNA Gene,20,GC08M134800,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30B
2214,ATHS,Atherosclerosis Susceptibility (Lipoprotein Associated),Genetic Locus,4,GC19U990005,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATHS
2215,PDB4,Paget Disease Of Bone 4,Genetic Locus,3,GC05U990167,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDB4
2216,CLEC4E,C-Type Lectin Domain Family 4 Member E,Protein Coding,37,GC12M008535,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4E
2217,MLST8,"MTOR Associated Protein, LST8 Homolog",Protein Coding,42,GC16P002204,5.76,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLST8
2218,REL,"REL Proto-Oncogene, NF-KB Subunit",Protein Coding,46,GC02P060881,5.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=REL
2219,TMPRSS15,Transmembrane Serine Protease 15,Protein Coding,41,GC21M018269,5.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS15
2220,NUDT6,Nudix Hydrolase 6,Protein Coding,37,GC04M122888,5.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT6
2221,MC2R,Melanocortin 2 Receptor,Protein Coding,47,GC18M017331,5.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC2R
2222,ALOX15B,Arachidonate 15-Lipoxygenase Type B,Protein Coding,41,GC17P008039,5.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX15B
2223,PDZD3,PDZ Domain Containing 3,Protein Coding,35,GC11P119198,5.75,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD3
2224,PADI1,Peptidyl Arginine Deiminase 1,Protein Coding,40,GC01P017205,5.74,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI1
2225,VAMP7,Vesicle Associated Membrane Protein 7,Protein Coding,42,GC0XP155881,5.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP7
2226,IDUA,Alpha-L-Iduronidase,Protein Coding,42,GC04P000986,5.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDUA
2227,RAC2,Rac Family Small GTPase 2,Protein Coding,51,GC22M037227,5.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC2
2228,FAAH,Fatty Acid Amide Hydrolase,Protein Coding,47,GC01P046394,5.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAH
2229,EPHA4,EPH Receptor A4,Protein Coding,50,GC02M221418,5.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA4
2230,NAIP,NLR Family Apoptosis Inhibitory Protein,Protein Coding,40,GC05M070968,5.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAIP
2231,MYO7A,Myosin VIIA,Protein Coding,42,GC11P077128,5.73,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO7A
2232,GRK6,G Protein-Coupled Receptor Kinase 6,Protein Coding,45,GC05P177403,5.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK6
2233,SNAPIN,SNAP Associated Protein,Protein Coding,37,GC01P153660,5.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPIN
2234,NR4A1,Nuclear Receptor Subfamily 4 Group A Member 1,Protein Coding,46,GC12P052022,5.72,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A1
2235,ARRB1,Arrestin Beta 1,Protein Coding,43,GC11M075261,5.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRB1
2236,CNGB3,Cyclic Nucleotide Gated Channel Subunit Beta 3,Protein Coding,40,GC08M086553,5.71,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNGB3
2237,INPP5D,Inositol Polyphosphate-5-Phosphatase D,Protein Coding,45,GC02P233059,5.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5D
2238,LILRB1,Leukocyte Immunoglobulin Like Receptor B1,Protein Coding,43,GC19P055408,5.7,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB1
2239,EGLN3,Egl-9 Family Hypoxia Inducible Factor 3,Protein Coding,46,GC14M033924,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN3
2240,EGLN2,Egl-9 Family Hypoxia Inducible Factor 2,Protein Coding,44,GC19P040799,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN2
2241,ALKBH2,"AlkB Homolog 2, Alpha-Ketoglutarate Dependent Dioxygenase",Protein Coding,37,GC12M109088,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH2
2242,ALKBH1,"AlkB Homolog 1, Histone H2A Dioxygenase",Protein Coding,35,GC14M077672,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH1
2243,KDM8,Lysine Demethylase 8,Protein Coding,35,GC16P027214,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM8
2244,RIOX2,Ribosomal Oxygenase 2,Protein Coding,31,GC03M097942,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOX2
2245,RIOX1,Ribosomal Oxygenase 1,Protein Coding,23,GC14P073492,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOX1
2246,ENSG00000283228,,Protein Coding,5,GC02M151802,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000283228
2247,BIRC3,Baculoviral IAP Repeat Containing 3,Protein Coding,46,GC11P102317,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC3
2248,EFHB,EF-Hand Domain Family Member B,Protein Coding,34,GC03M019879,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFHB
2249,TLR5,Toll Like Receptor 5,Protein Coding,47,GC01M223109,5.69,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR5
2250,STK38,Serine/Threonine Kinase 38,Protein Coding,43,GC06M036493,5.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK38
2251,MYO1E,Myosin IE,Protein Coding,43,GC15M059132,5.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1E
2252,SFTPA1,Surfactant Protein A1,Protein Coding,41,GC10P084171,5.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTPA1
2253,SCAMP5,Secretory Carrier Membrane Protein 5,Protein Coding,36,GC15P074957,5.68,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAMP5
2254,GALR1,Galanin Receptor 1,Protein Coding,44,GC18P077250,5.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALR1
2255,TPM2,Tropomyosin 2,Protein Coding,44,GC09M035672,5.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM2
2256,PAFAH1B1,Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1,Protein Coding,45,GC17P002593,5.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1
2257,RNASE3,Ribonuclease A Family Member 3,Protein Coding,40,GC14P020891,5.67,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE3
2258,CEBPB,CCAAT Enhancer Binding Protein Beta,Protein Coding,43,GC20P050190,5.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB
2259,IGFBP4,Insulin Like Growth Factor Binding Protein 4,Protein Coding,43,GC17P040443,5.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP4
2260,PDE2A,Phosphodiesterase 2A,Protein Coding,45,GC11M072576,5.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE2A
2261,PAK1,P21 (RAC1) Activated Kinase 1,Protein Coding,47,GC11M077321,5.66,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1
2262,SCG5,Secretogranin V,Protein Coding,38,GC15P032641,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG5
2263,PIK3C2B,Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Beta,Protein Coding,47,GC01M204422,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2B
2264,ARSL,Arylsulfatase L,Protein Coding,33,GC0XM002934,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSL
2265,SFN,Stratifin,Protein Coding,46,GC01P026873,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN
2266,ABCA4,ATP Binding Cassette Subfamily A Member 4,Protein Coding,44,GC01M093992,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA4
2267,ATP12A,ATPase H+/K+ Transporting Non-Gastric Alpha2 Subunit,Protein Coding,43,GC13P024680,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP12A
2268,PHOSPHO1,Phosphoethanolamine/Phosphocholine Phosphatase 1,Protein Coding,39,GC17M049223,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHOSPHO1
2269,SCN3B,Sodium Voltage-Gated Channel Beta Subunit 3,Protein Coding,44,GC11M123629,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN3B
2270,SCN2B,Sodium Voltage-Gated Channel Beta Subunit 2,Protein Coding,43,GC11M118163,5.65,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN2B
2271,MYOF,Myoferlin,Protein Coding,40,GC10M093306,5.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOF
2272,GNAL,G Protein Subunit Alpha L,Protein Coding,45,GC18P011689,5.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAL
2273,F2RL2,Coagulation Factor II Thrombin Receptor Like 2,Protein Coding,41,GC05M076615,5.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL2
2274,CCL25,C-C Motif Chemokine Ligand 25,Protein Coding,39,GC19P008117,5.64,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL25
2275,MT-CO3,Mitochondrially Encoded Cytochrome C Oxidase III,Protein Coding,30,GCMTP009209,5.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO3
2276,SH2D1A,SH2 Domain Containing 1A,Protein Coding,47,GC0XP124227,5.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2D1A
2277,BST1,Bone Marrow Stromal Cell Antigen 1,Protein Coding,41,GC04P015704,5.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BST1
2278,ITGA5,Integrin Subunit Alpha 5,Protein Coding,48,GC12M054396,5.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA5
2279,MAPK7,Mitogen-Activated Protein Kinase 7,Protein Coding,48,GC17P019379,5.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK7
2280,CCRL2,C-C Motif Chemokine Receptor Like 2,Protein Coding,39,GC03P046407,5.63,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCRL2
2281,PCSK1,Proprotein Convertase Subtilisin/Kexin Type 1,Protein Coding,45,GC05M096391,5.62,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK1
2282,CDKN2C,Cyclin Dependent Kinase Inhibitor 2C,Protein Coding,45,GC01P050960,5.62,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2C
2283,CH25H,Cholesterol 25-Hydroxylase,Protein Coding,37,GC10M089205,5.61,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CH25H
2284,ANXA9,Annexin A9,Protein Coding,39,GC01P150982,5.61,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA9
2285,PAH,Phenylalanine Hydroxylase,Protein Coding,48,GC12M102836,5.61,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAH
2286,CEACAM3,CEA Cell Adhesion Molecule 3,Protein Coding,40,GC19P041796,5.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM3
2287,DLC1,DLC1 Rho GTPase Activating Protein,Protein Coding,44,GC08M013083,5.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLC1
2288,CMA1,Chymase 1,Protein Coding,43,GC14M024506,5.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMA1
2289,CAPG,"Capping Actin Protein, Gelsolin Like",Protein Coding,40,GC02M085394,5.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPG
2290,LOC107988023,PTH Promoter Region,Biological Region,1,GC11P013495,5.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107988023
2291,CBS,Cystathionine Beta-Synthase,Protein Coding,48,GC21M043053,5.6,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS
2292,EGFL7,EGF Like Domain Multiple 7,Protein Coding,39,GC09P136658,5.59,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFL7
2293,S1PR1,Sphingosine-1-Phosphate Receptor 1,Protein Coding,44,GC01P101236,5.59,https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR1
2294,PROCR,Protein C Receptor,Protein Coding,42,GC20P035182,5.59,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROCR
2295,EZR,Ezrin,Protein Coding,45,GC06M158765,5.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZR
2296,LILRB2,Leukocyte Immunoglobulin Like Receptor B2,Protein Coding,40,GC19M054409,5.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LILRB2
2297,GRM2,Glutamate Metabotropic Receptor 2,Protein Coding,44,GC03P051707,5.58,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM2
2298,LPAR1,Lysophosphatidic Acid Receptor 1,Protein Coding,45,GC09M110873,5.57,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR1
2299,SREBF2,Sterol Regulatory Element Binding Transcription Factor 2,Protein Coding,43,GC22P041833,5.57,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF2
2300,NAMPT,Nicotinamide Phosphoribosyltransferase,Protein Coding,48,GC07M106248,5.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAMPT
2301,SLC10A1,Solute Carrier Family 10 Member 1,Protein Coding,43,GC14M069775,5.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A1
2302,SGK1,Serum/Glucocorticoid Regulated Kinase 1,Protein Coding,48,GC06M134169,5.56,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1
2303,BLZF1,Basic Leucine Zipper Nuclear Factor 1,Protein Coding,39,GC01P169367,5.55,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLZF1
2304,BHLHA15,Basic Helix-Loop-Helix Family Member A15,Protein Coding,37,GC07P098211,5.55,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHA15
2305,KEAP1,Kelch Like ECH Associated Protein 1,Protein Coding,48,GC19M010486,5.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1
2306,DDC,Dopa Decarboxylase,Protein Coding,52,GC07M050458,5.54,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDC
